0.000000	0.929824	NC
0.929824	5.699148	C5
5.699148	9.458461	C5
9.458461	11.430679	G5
11.430679	13.356953	G5
13.356953	15.318841	A5
15.318841	17.180871	A5
17.180871	19.120065	G5
19.120065	20.995237	G5
20.995237	22.934431	C5
22.934431	24.809604	C5
24.809604	26.794831	G5
26.794831	28.714535	G5
28.714535	30.635166	F5
30.635166	32.529508	F5
32.529508	34.464525	G5
34.464525	36.399542	G5
36.399542	38.368277	C5
38.368277	40.223781	C5
40.223781	42.163342	A5
42.163342	44.048020	A5
44.048020	45.987581	Dm
45.987581	47.872260	Dm
47.872260	49.792890	F5
49.792890	51.759642	F5
51.759642	53.728378	C5
53.728378	55.583882	C5
55.583882	57.523442	A5
57.523442	59.408121	A5
59.408121	61.347682	Dm
61.347682	63.232360	Dm
63.232360	65.152991	F5
65.152991	67.119743	F5
67.119743	69.058937	C
69.058937	70.934110	C
70.934110	72.897830	G
72.897830	74.839041	G
74.839041	76.734301	Am
76.734301	78.654014	Am
78.654014	80.589031	G
80.589031	82.524047	G
82.524047	84.404835	C
84.404835	86.338414	C
86.338414	88.235154	G
88.235154	90.164192	G
90.164192	92.075657	F
92.075657	94.014803	F
94.014803	95.919068	G
95.919068	97.834228	G
97.834228	99.802963	C5
99.802963	101.658467	C5
101.658467	103.598028	A5
103.598028	105.482706	A5
105.482706	107.422267	Dm
107.422267	109.344957	Dm
109.344957	111.227576	F5
111.227576	113.194328	F5
113.194328	115.163064	C5
115.163064	117.018568	C5
117.018568	118.958128	A5
118.958128	120.842807	A5
120.842807	122.782368	Dm
122.782368	124.667046	Dm
124.667046	126.587677	F5
126.587677	128.554429	F5
128.554429	130.493989	Dm
130.493989	132.378668	Dm
132.378668	134.318229	Am
134.318229	136.202907	Am
136.202907	138.123538	F
138.123538	140.090290	F
140.090290	142.025307	G
142.025307	143.960323	G
143.960323	145.929059	C
145.929059	147.784563	C
147.784563	149.724123	Am
149.724123	151.608802	Am
151.608802	153.548363	Dm
153.548363	155.433041	Dm
155.433041	157.353672	F
157.353672	159.320424	F
159.320424	161.289160	C
161.289160	163.144663	C
163.144663	165.084224	Am
165.084224	166.968903	Am
166.968903	168.908463	Dm
168.908463	170.793142	Dm
170.793142	172.713773	F
172.713773	173.746930	G#
173.746930	174.703864	A#
174.703864	176.672600	C
176.672600	178.528104	C
178.528104	180.467664	Am
180.467664	182.352343	Am
182.352343	184.291904	Dm
184.291904	186.176582	Dm
186.176582	188.097213	F
188.097213	190.063965	F
190.063965	192.032701	C
192.032701	193.103148	C
193.103148	193.888204	G#aug
193.888204	195.827765	Am
195.827765	197.712444	Am
197.712444	199.652004	Dm
199.652004	201.536683	Dm
201.536683	203.457314	F
203.457314	205.424066	F
205.424066	209.700845	C
209.700845	213.977624	C
213.977624	218.254404	C
