0.000000	1.746569	NC
1.746569	5.062994	NC
5.062994	5.860086	A#maj7
5.860086	6.656304	C#7
6.656304	7.458335	F#maj7
7.458335	8.149940	A7
8.149940	9.876049	Dmaj7
9.876049	10.688821	G#m7
10.688821	11.456101	C#7
11.456101	12.241142	F#maj7
12.241142	13.063605	A7
13.063605	13.865333	Dmaj7
13.865333	14.566846	F7
14.566846	16.287117	A#maj7
16.287117	17.094645	Em7
17.094645	17.844537	A7
17.844537	19.465104	Dmaj7
19.465104	20.287019	G#m7
20.287019	20.956879	C#7
20.956879	22.658694	F#maj7
22.658694	23.472389	Cm7
23.472389	24.146359	F7
24.146359	25.842124	A#maj7
25.842124	26.655820	Em7
26.655820	27.362666	A7
27.362666	29.072249	Dmaj7
29.072249	29.844848	Cm7
29.844848	30.650325	F7
30.650325	31.395946	A#maj7
31.395946	32.160200	C#7
32.160200	33.045665	F#maj7
33.045665	33.737271	A7
33.737271	35.463380	Dmaj7
35.463380	36.276152	G#m7
36.276152	37.004391	C#7
37.004391	37.828473	F#maj7
37.828473	38.650936	A7
38.650936	39.452664	Dmaj7
39.452664	40.135288	F7
40.135288	41.874447	A#maj7
41.874447	42.681975	Em7
42.681975	43.431868	A7
43.431868	44.949805	Dmaj7
44.949805	45.834376	G#m7
45.834376	46.544210	C#7
46.544210	48.246024	F#maj7
48.246024	49.059720	Cm7
49.059720	49.733690	F7
49.733690	51.429455	A#maj7
51.429455	52.243150	Em7
52.243150	52.949997	A7
52.949997	54.659579	Dmaj7
54.659579	55.432179	Cm7
55.432179	56.252785	F7
56.252785	57.049877	A#maj7
57.049877	57.846095	C#7
57.846095	58.648125	F#maj7
58.648125	59.339731	A7
59.339731	61.065840	Dmaj7
61.065840	61.878612	G#m7
61.878612	62.645892	C#7
62.645892	63.430933	F#maj7
63.430933	64.253396	A7
64.253396	65.055124	Dmaj7
65.055124	65.756636	F7
65.756636	67.476908	A#maj7
67.476908	68.284435	Em7
68.284435	68.976277	A7
68.976277	70.654895	Dmaj7
70.654895	71.476810	G#m7
71.476810	72.146670	C#7
72.146670	73.848484	F#maj7
73.848484	74.662180	Cm7
74.662180	75.336150	F7
75.336150	77.031915	A#maj7
77.031915	77.845611	Em7
77.845611	78.552457	A7
78.552457	80.262040	Dmaj7
80.262040	81.034639	Cm7
81.034639	81.873044	F7
81.873044	82.584923	A#maj7
82.584923	83.359006	C#7
83.359006	84.257494	F#maj7
84.257494	84.959990	A7
84.959990	86.686099	Dmaj7
86.686099	87.498871	G#m7
87.498871	88.197021	C#7
88.197021	89.051192	F#maj7
89.051192	89.841947	A7
89.841947	90.609118	Dmaj7
90.609118	91.320997	F7
91.320997	93.097167	A#maj7
93.097167	93.904694	Em7
93.904694	94.654587	A7
94.654587	96.138278	Dmaj7
96.138278	97.036767	G#m7
97.036767	97.766929	C#7
97.766929	99.468743	F#maj7
99.468743	100.282439	Cm7
100.282439	100.956409	F7
100.956409	102.652174	A#maj7
102.652174	103.465870	Em7
103.465870	104.172716	A7
104.172716	105.848866	Dmaj7
105.848866	106.654898	Cm7
