0.000000	6.100217	NC
6.100217	9.336204	Gm
9.336204	12.357571	Dm
12.357571	15.275133	Cm
15.275133	18.152175	Gm
18.152175	21.294266	Dm
21.294266	24.314857	Gm
24.314857	25.783905	D#
25.783905	27.284809	F
27.284809	28.779102	Gm
28.779102	30.305339	F
30.305339	33.309696	A#
33.309696	36.290752	D7
36.290752	37.820845	Gm
37.820845	39.306533	F
39.306533	42.287753	D#
42.287753	45.300896	Cm
45.300896	46.782157	A#
46.782157	48.305545	F
48.305545	51.278423	Cm
51.278423	52.604756	A#
52.604756	54.280846	D7
54.280846	55.949480	Gm
55.949480	57.279503	Dm
57.279503	58.712897	D#
58.712897	60.252978	F
60.252978	61.806115	Dm
61.806115	63.275833	Gm
63.275833	64.702704	D#
64.702704	65.501047	F
65.501047	66.292587	F#dim
66.292587	69.259187	Gm
69.259187	72.261918	Dm
72.261918	75.226161	C
75.226161	78.218831	D#
78.218831	81.232513	Gm
81.232513	84.229418	Dm
84.229418	87.223054	Cm
87.223054	90.223873	Gm
90.223873	93.221451	Dm
93.221451	96.205664	Gm
96.205664	97.727005	D#
97.727005	99.224301	F
99.224301	100.693265	Gm
100.693265	102.285316	F
102.285316	105.215012	A#
105.215012	108.229111	D7
108.229111	109.746433	Gm
109.746433	111.219434	F
111.219434	114.091202	D#
114.091202	117.206665	Cm
117.206665	118.617330	A#
118.617330	120.219253	F
120.219253	123.218852	Cm
123.218852	124.638336	A#
124.638336	126.196081	D7
126.196081	127.697798	Gm
127.697798	129.198119	Dm
129.198119	130.594456	D#
130.594456	132.183391	F
132.183391	133.658674	Dm
133.658674	135.173976	Gm
135.173976	136.673048	D#
136.673048	137.424269	F
137.424269	138.208974	F#dim
138.208974	141.251671	A#
141.251671	144.185287	D7
144.185287	145.645573	Gm
145.645573	147.175666	F
147.175666	150.162113	D#
150.162113	153.153740	Cm
153.153740	154.739138	A#
154.739138	156.204709	F
156.204709	159.124454	Cm
159.124454	160.549440	A#
160.549440	162.127886	D7
162.127886	163.678489	Gm
163.678489	165.119561	Dm
165.119561	166.634863	D#
166.634863	168.136279	F
168.136279	169.682903	Dm
169.682903	171.136988	Gm
171.136988	172.569464	D#
172.569464	173.375989	F
173.375989	174.136427	F#dim
174.136427	175.551633	Gm
175.551633	177.153404	Dm
177.153404	178.625647	D#
178.625647	180.115326	F
180.115326	181.592248	Dm
181.592248	183.145496	Gm
183.145496	184.576119	D#
184.576119	185.364761	F
185.364761	186.114297	F#dim
186.114297	187.656968	Gm
187.656968	189.083134	Dm
189.083134	190.617221	D#
190.617221	192.092010	F
192.092010	193.723495	Dm
193.723495	195.123750	Gm
195.123750	196.636806	D#
196.636806	197.396395	F
197.396395	198.109478	F#dim
198.109478	199.650275	Gm
199.650275	201.066279	Dm
201.066279	202.526900	D#
202.526900	204.093863	F
204.093863	205.631429	Dm
205.631429	207.058049	Gm
207.058049	208.654735	D#
208.654735	209.414323	F
209.414323	210.948571	NC
