0.000000	1.783551	NC
1.783551	3.565424	C#m
3.565424	5.318085	E
5.318085	7.088543	C#m
7.088543	8.841205	E
8.841205	10.609948	C#m
10.609948	12.393190	E
12.393190	14.162662	C#m
14.162662	15.935577	E
15.935577	19.505504	B
19.505504	23.023793	B
23.023793	24.782055	C#m
24.782055	26.528483	E
26.528483	30.067256	Asus2
30.067256	31.855463	C#m
31.855463	33.620559	E
33.620559	37.134883	Asus2
37.134883	38.909414	C#m
38.909414	40.660787	E
40.660787	43.981157	Asus2
43.981157	47.706803	B6
47.706803	49.244213	F#m
49.244213	51.246424	Asus2
51.246424	52.751593	E
52.751593	54.749903	B
54.749903	56.287312	F#m
56.287312	58.289523	Asus2
58.289523	59.818774	E
59.818774	63.587843	B
63.587843	65.364546	C#m
65.364546	67.131814	E
67.131814	70.661480	Asus2
70.661480	72.438183	C#m
72.438183	74.205450	E
74.205450	77.701338	Asus2
77.701338	79.478041	C#m
79.478041	81.245308	E
81.245308	84.624351	Asus2
84.624351	88.295204	B6
88.295204	89.843389	F#m
89.843389	91.837511	Asus2
91.837511	93.365982	E
93.365982	95.344131	B
95.344131	96.930507	F#m
96.930507	98.875824	Asus2
98.875824	100.433243	E
100.433243	102.413307	B
102.413307	103.961284	F#m
103.961284	105.945000	Asus2
105.945000	107.502418	E
107.502418	109.450638	B
109.450638	111.037014	F#m
111.037014	113.024620	Asus2
113.024620	114.539750	E
114.539750	116.531394	B
116.531394	118.313267	F#m
118.313267	120.065929	A
120.065929	121.836386	C#m
121.836386	123.589048	B
123.589048	125.357791	F#m
125.357791	127.141033	A
127.141033	128.889425	C#m
128.889425	132.421118	B
132.421118	135.947021	B
135.947021	137.494998	F#m
137.494998	139.478714	Asus2
139.478714	141.036133	E
141.036133	143.010407	B
143.010407	144.558384	F#m
144.558384	146.542100	Asus2
146.542100	148.064781	E
148.064781	150.047738	B
150.047738	151.595716	F#m
151.595716	153.579431	Asus2
153.579431	155.136850	E
155.136850	157.085070	B
157.085070	158.654070	F#m
158.654070	160.663082	Asus2
160.663082	162.185763	E
162.185763	164.122401	B
164.122401	165.706862	F#m
165.706862	167.703309	Asus2
167.703309	169.225990	E
169.225990	171.235002	Bsus4
171.235002	172.819464	F#m
172.819464	174.815911	Asus2
174.815911	176.609882	E
176.609882	182.539721	Bsus4
182.539721	187.385034	B
