0.000000	0.289803	NC
0.289803	3.207335	Amaj7
3.207335	6.108087	D5
6.108087	8.978919	Bmin7
8.978919	10.440843	D5
10.440843	11.852740	Dmaj7
11.852740	14.780797	Amaj7
14.780797	17.671023	D5
17.671023	20.541855	Bmin7
20.541855	22.003780	D5
22.003780	23.415676	Dmaj7
23.415676	26.343733	Amaj7
26.343733	29.233960	D5
29.233960	32.104792	Bmin7
32.104792	33.566716	D5
33.566716	34.978613	Dmaj7
34.978613	36.482238	Bm
36.482238	37.943449	D
37.943449	39.373988	A
39.373988	40.821662	Esus4
40.821662	42.250497	Bm
42.250497	43.692588	D
43.692588	45.178998	E
45.178998	46.637364	E
46.637364	49.481340	Amaj7
49.481340	52.372870	D
52.372870	55.267054	Bm
55.267054	58.154231	E
58.154231	60.998207	Amaj7
60.998207	63.889737	D
63.889737	66.783921	Bm
66.783921	69.682215	E
69.682215	72.597980	Amaj7
72.597980	75.461868	D5
75.461868	78.360213	Bmin7
78.360213	79.822138	D5
79.822138	81.234034	Dmaj7
81.234034	84.162091	Amaj7
84.162091	87.052318	D5
87.052318	89.956502	Bmin7
89.956502	91.385074	D5
91.385074	92.796971	Dmaj7
92.796971	94.300596	Bm
94.300596	95.736537	D
95.736537	97.192346	A
97.192346	98.640020	Esus4
98.640020	100.068855	Bm
100.068855	101.510946	D
101.510946	102.997357	E
102.997357	104.411979	E
104.411979	107.278190	Amaj7
107.278190	110.198902	D
110.198902	113.094552	Bm
113.094552	115.972082	E
115.972082	118.838293	Amaj7
118.838293	121.759005	D
121.759005	124.654655	Bm
124.654655	127.532185	E
127.532185	130.071199	Amaj7
130.071199	133.319109	D
133.319109	135.822122	Bm
135.822122	137.300722	D
137.300722	139.201780	E
139.201780	141.740794	Amaj7
141.740794	144.886509	D
144.886509	147.370621	Bm
147.370621	148.817067	D
148.817067	150.740388	E
150.740388	153.279402	Amaj7
153.279402	156.425117	D
156.425117	158.941949	Bm
158.941949	160.395337	D
160.395337	162.297694	E
162.297694	165.163904	Amaj7
165.163904	168.037874	D
168.037874	170.524458	Bm
170.524458	175.076270	E
175.076270	179.737911	E
